Code,Year,Daily caloric supply (OWID based on UN FAO & historical sources),Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: Age-standardized (Rate),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes","Indicator:Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%) - Sex:Both sexes_x"
BRN,1990,2804,64.21,3.7,21.9
BRN,1991,2704,63.15,3.9,22.5
BRN,1992,2831,62.58,4.2,23.1
BRN,1993,2801,61.96,4.4,23.7
BRN,1994,2889,59.79,4.6,24.3
BRN,1995,2836,58.77,4.9,24.9
BRN,1996,2912,57.45,5.2,25.6
BRN,1997,2824,60.43,5.4,26.3
BRN,1998,2852,62.43,5.7,27
BRN,1999,2809,64.17,6.1,27.8
BRN,2000,2797,65.9,6.4,28.5
BRN,2001,2875,66.32,6.8,29.2
BRN,2002,2927,68.2,7.3,30
BRN,2003,2976,71.17,7.7,30.7
BRN,2004,2996,73.2,8.2,31.5
BRN,2005,2976,75.62,8.7,32.2
BRN,2006,2971,76.24,9.1,33
BRN,2007,2915,74.84,9.6,33.8
BRN,2008,2908,72.85,10.1,34.6
BRN,2009,2892,73.72,10.7,35.4
BRN,2010,2894,74.28,11.2,36.2
BRN,2011,2941,73.91,11.7,37
BRN,2012,2970,73.71,12.3,37.9
BRN,2013,2985,74.43,12.9,38.7
BRN,2014,,74.41,13.5,39.5
BRN,2015,,74.29,14.1,40.4
BRN,2016,,73.7,14.7,41.2
BGR,1990,3129,175.15,16.6,49.7
BGR,1991,3041,175.33,17,50.1
BGR,1992,3022,183.17,17.3,50.6
BGR,1993,2958,194.26,17.6,51
BGR,1994,2873,202.06,17.9,51.4
BGR,1995,2896,203.71,18.3,51.9
BGR,1996,2741,203.96,18.6,52.3
BGR,1997,2676,208.9,18.9,52.7
BGR,1998,2818,201.22,19.3,53.2
BGR,1999,2879,192.76,19.6,53.6
BGR,2000,2813,192.71,20,54
BGR,2001,2816,190.12,20.3,54.5
BGR,2002,2779,187.9,20.7,54.9
BGR,2003,2757,184.32,21.1,55.4
BGR,2004,2764,181.19,21.5,55.9
BGR,2005,2723,181.63,22,56.4
BGR,2006,2759,180.27,22.4,56.9
BGR,2007,2734,174.52,22.9,57.4
BGR,2008,2782,168.89,23.3,57.9
BGR,2009,2785,164.88,23.8,58.4
BGR,2010,2762,162.4,24.3,58.9
BGR,2011,2769,159.28,24.8,59.3
BGR,2012,2777,155.05,25.3,59.8
BGR,2013,2829,151.69,25.8,60.3
BGR,2014,2865,156.19,26.4,60.8
BGR,2015,2753,155.4,26.9,61.2
BGR,2016,2818,155.7,27.4,61.7
BFA,1990,2196,25.5,1,10.8
BFA,1991,2233,25.97,1,11.1
BFA,1992,2292,26.83,1.1,11.4
BFA,1993,2313,27.83,1.1,11.8
BFA,1994,2344,28.97,1.2,12.1
BFA,1995,2337,30.2,1.3,12.4
BFA,1996,2338,31.46,1.3,12.8
BFA,1997,2311,33.04,1.4,13.2
BFA,1998,2285,34.57,1.5,13.6
BFA,1999,2343,36.49,1.6,14
BFA,2000,2318,38.47,1.7,14.4
BFA,2001,2332,39.86,1.8,14.8
BFA,2002,2411,41.72,1.9,15.3
BFA,2003,2492,42.65,2,15.8
BFA,2004,2505,44.16,2.2,16.3
BFA,2005,2463,45.62,2.3,16.8
BFA,2006,2559,47.32,2.5,17.3
BFA,2007,2546,48.84,2.6,17.8
BFA,2008,2588,50.41,2.8,18.4
BFA,2009,2639,52.18,3,19
BFA,2010,2681,53.79,3.2,19.5
BFA,2011,2664,55.17,3.4,20.1
BFA,2012,2707,56.66,3.6,20.7
BFA,2013,2720,58.25,3.8,21.3
BFA,2014,2737,59.57,4,21.9
BFA,2015,2746,61.38,4.3,22.6
BFA,2016,2741,63.1,4.5,23.2
BDI,1990,,40.95,1.1,11.5
BDI,1991,,41.31,1.2,11.8
BDI,1992,,41.69,1.3,12.1
BDI,1993,,42.12,1.4,12.5
BDI,1994,,42.2,1.5,12.8
BDI,1995,,42.66,1.5,13.2
BDI,1996,,42.88,1.6,13.5
BDI,1997,,42.53,1.7,13.9
BDI,1998,,42.17,1.8,14.2
BDI,1999,,41.42,1.8,14.6
BDI,2000,,40.71,1.9,14.9
BDI,2001,,39.29,2,15.3
BDI,2002,,38.66,2.1,15.7
BDI,2003,,38.31,2.2,16.1
BDI,2004,,38.27,2.3,16.5
BDI,2005,,38.01,2.4,16.9
BDI,2006,,37.39,2.5,17.3
BDI,2007,,36.74,2.7,17.7
BDI,2008,,36.3,2.8,18.2
BDI,2009,,36.09,3,18.6
BDI,2010,,36.38,3.1,19.1
BDI,2011,,36.83,3.3,19.6
BDI,2012,,37.56,3.5,20.1
BDI,2013,,38.08,3.7,20.6
BDI,2014,,38.58,4,21.1
BDI,2015,,38.84,4.2,21.6
BDI,2016,,38.78,4.4,22.2
KHM,1990,1938,23.18,0.6,9.6
KHM,1991,2009,23.3,0.7,9.9
KHM,1992,2037,23.51,0.7,10.3
KHM,1993,2026,23.88,0.8,10.6
KHM,1994,2038,24.34,0.8,11
KHM,1995,2038,24.71,0.9,11.4
KHM,1996,1901,24.9,1,11.8
KHM,1997,1895,25.06,1.1,12.2
KHM,1998,1977,25.3,1.1,12.6
KHM,1999,2052,25.59,1.2,13
KHM,2000,2115,25.86,1.3,13.4
KHM,2001,2172,26.29,1.4,13.9
KHM,2002,2264,26.86,1.4,14.3
KHM,2003,2261,27.52,1.5,14.8
KHM,2004,2275,28.33,1.6,15.3
KHM,2005,2327,29.06,1.7,15.7
KHM,2006,2377,29.89,1.8,16.2
KHM,2007,2388,31.05,1.9,16.7
KHM,2008,2403,32.27,2.1,17.2
KHM,2009,2417,33.6,2.2,17.7
KHM,2010,2417,35.02,2.4,18.3
KHM,2011,2426,36.3,2.5,18.8
KHM,2012,2432,37.43,2.7,19.4
KHM,2013,2477,38.53,2.9,19.9
KHM,2014,2504,39.57,3.1,20.5
KHM,2015,2487,40.59,3.3,21.1
KHM,2016,2484,41.53,3.5,21.7
CMR,1990,2034,88.22,3.1,18.2
CMR,1991,2015,90.2,3.2,18.7
CMR,1992,2113,92.72,3.4,19.2
CMR,1993,2021,95.09,3.6,19.8
CMR,1994,2032,96.86,3.7,20.3
CMR,1995,2048,98.45,3.9,20.8
CMR,1996,2033,100.13,4.1,21.4
CMR,1997,2097,102.77,4.3,22
CMR,1998,2100,105.23,4.5,22.5
CMR,1999,2120,107.18,4.7,23.1
CMR,2000,2116,109.92,4.9,23.7
CMR,2001,2162,110.63,5.1,24.3
CMR,2002,2204,112.44,5.3,24.9
CMR,2003,2233,113.11,5.6,25.5
CMR,2004,2246,113.67,5.8,26.1
CMR,2005,2311,114.69,6.1,26.7
CMR,2006,2354,116.07,6.3,27.3
CMR,2007,2378,116.45,6.6,27.9
CMR,2008,2446,117.64,6.9,28.5
CMR,2009,2492,118.92,7.2,29.2
CMR,2010,2510,120.19,7.5,29.8
CMR,2011,2573,121.64,7.8,30.4
CMR,2012,2622,122.78,8.1,31
CMR,2013,2671,122.97,8.4,31.7
CMR,2014,2685,122.72,8.8,32.3
CMR,2015,2709,122.71,9.2,33
CMR,2016,2726,121.46,9.5,33.6
CAN,1990,3023,55.2,15.3,49.1
CAN,1991,3042,54.64,15.8,49.7
CAN,1992,3092,54.35,16.4,50.3
CAN,1993,3122,54.82,17,51
CAN,1994,3209,54.82,17.6,51.6
CAN,1995,3208,54.82,18.2,52.3
CAN,1996,3252,54.63,18.8,53
CAN,1997,3387,54.46,19.5,53.6
CAN,1998,3459,54.29,20.1,54.3
CAN,1999,3499,53.88,20.8,55
CAN,2000,3506,53.3,21.5,55.6
CAN,2001,3501,52.71,22.1,56.3
CAN,2002,3496,52.5,22.8,56.9
CAN,2003,3518,51.78,23.4,57.5
CAN,2004,3525,50.46,24,58.1
CAN,2005,3475,49.3,24.6,58.6
CAN,2006,3470,47.43,25.2,59.2
CAN,2007,3483,46.5,25.8,59.7
CAN,2008,3465,45.29,26.4,60.2
CAN,2009,3440,43.79,27,60.7
CAN,2010,3447,42.64,27.6,61.2
CAN,2011,3474,41.4,28.2,61.7
CAN,2012,3485,40.84,28.8,62.2
CAN,2013,3494,40.25,29.4,62.7
CAN,2014,3414,40.13,30.1,63.2
CAN,2015,3419,39.78,30.7,63.7
CAN,2016,3494,39.85,31.3,64.1
CPV,1990,2368,32.77,2.8,17.6
CPV,1991,2269,33.91,3.1,18.4
CPV,1992,2511,34.95,3.3,19.2
CPV,1993,2445,36.35,3.6,19.9
CPV,1994,2435,37.78,3.8,20.7
CPV,1995,2305,39.33,4,21.4
CPV,1996,2310,41.74,4.3,22.1
CPV,1997,2341,44.44,4.5,22.7
CPV,1998,2339,45.85,4.8,23.4
CPV,1999,2328,47.24,5,24
CPV,2000,2358,48.19,5.3,24.7
CPV,2001,2366,49.26,5.5,25.3
CPV,2002,2324,50.39,5.8,25.9
CPV,2003,2414,51.41,6,26.6
CPV,2004,2523,52.53,6.3,27.2
CPV,2005,2517,53.72,6.6,27.8
CPV,2006,2513,52.51,6.8,28.5
CPV,2007,2574,52.91,7.1,29.1
CPV,2008,2540,54.05,7.5,29.8
CPV,2009,2558,55.26,7.8,30.4
CPV,2010,2524,56.21,8.1,31
CPV,2011,2566,58.25,8.5,31.6
CPV,2012,2590,60.02,8.9,32.3
CPV,2013,2609,60.63,9.3,32.9
CPV,2014,2531,62,9.7,33.5
CPV,2015,2511,64.22,10.1,34.2
CPV,2016,2522,67.86,10.6,34.8
CAF,1990,1904,45.02,2.3,15
CAF,1991,1912,45.35,2.4,15.4
CAF,1992,1904,44.88,2.5,15.7
CAF,1993,1877,45.78,2.5,16.1
CAF,1994,1880,46.55,2.6,16.4
CAF,1995,1881,47.24,2.7,16.8
CAF,1996,1896,48.75,2.9,17.1
CAF,1997,1916,49.6,3,17.5
CAF,1998,1987,50.86,3.1,17.9
CAF,1999,1930,52.07,3.2,18.3
CAF,2000,1983,52.63,3.3,18.7
CAF,2001,1988,53.52,3.4,19.1
CAF,2002,1996,54.71,3.6,19.5
CAF,2003,1966,55.74,3.7,19.9
CAF,2004,1989,56.59,3.9,20.3
CAF,2005,2026,57.12,4,20.8
CAF,2006,2029,57.66,4.2,21.2
CAF,2007,2090,57.94,4.4,21.6
CAF,2008,2133,58.01,4.5,22.1
CAF,2009,2139,58.49,4.7,22.6
CAF,2010,2164,59.57,4.9,23
CAF,2011,2154,60.41,5.1,23.5
CAF,2012,2116,60.86,5.3,24
CAF,2013,1879,61.74,5.6,24.6
CAF,2014,1769,61.84,5.8,25.1
CAF,2015,1729,61.68,6.1,25.6
CAF,2016,1745,61.07,6.3,26.2
TCD,1990,1648,21.95,1.5,12.6
TCD,1991,1800,22.49,1.6,12.9
TCD,1992,1819,23.48,1.7,13.2
TCD,1993,1652,24.62,1.7,13.6
TCD,1994,1979,25.48,1.8,13.9
TCD,1995,1798,26.47,1.9,14.3
TCD,1996,1815,28.04,2,14.6
TCD,1997,1897,29.42,2.1,15
TCD,1998,2037,30.74,2.2,15.3
TCD,1999,1989,31.95,2.3,15.7
TCD,2000,1947,32.9,2.4,16.1
TCD,2001,2018,33.81,2.5,16.5
TCD,2002,1968,34.76,2.6,16.9
TCD,2003,2024,35.75,2.7,17.3
TCD,2004,2026,36.17,2.8,17.7
TCD,2005,2034,36.41,3,18.1
TCD,2006,2022,37.01,3.1,18.5
TCD,2007,2028,38.11,3.2,18.9
TCD,2008,2027,39.35,3.4,19.3
TCD,2009,2021,40.44,3.5,19.8
TCD,2010,2057,41.56,3.7,20.2
TCD,2011,2062,42.54,3.9,20.7
TCD,2012,2124,43.49,4,21.1
TCD,2013,2110,44.07,4.2,21.6
TCD,2014,2147,44.63,4.4,22.1
TCD,2015,2136,45.35,4.6,22.6
TCD,2016,2149,46.1,4.8,23.1
CHL,1990,2569,72.36,15.4,48.9
CHL,1991,2601,70.11,15.9,49.4
CHL,1992,2708,68.73,16.3,50
CHL,1993,2712,68.86,16.8,50.5
CHL,1994,2745,68.72,17.2,51.1
CHL,1995,2756,69.52,17.7,51.6
CHL,1996,2779,69.74,18.2,52.2
CHL,1997,2789,68.66,18.7,52.7
CHL,1998,2795,69.3,19.3,53.3
CHL,1999,2800,69.95,19.8,53.9
CHL,2000,2833,69.03,20.3,54.5
CHL,2001,2868,70.33,20.8,55
CHL,2002,2900,69.76,21.4,55.6
CHL,2003,2891,70.7,21.9,56.2
CHL,2004,2917,70.41,22.4,56.7
CHL,2005,2909,68.87,22.9,57.3
CHL,2006,2957,67.13,23.4,57.8
CHL,2007,2933,66.08,23.9,58.4
CHL,2008,2943,63.6,24.4,58.9
CHL,2009,2892,63.86,25,59.5
CHL,2010,2915,63.84,25.5,60
CHL,2011,2956,62.43,26,60.5
CHL,2012,2958,61.76,26.6,61
CHL,2013,2979,61.47,27.1,61.5
CHL,2014,3008,60.64,27.7,62
CHL,2015,2982,60.3,28.3,62.6
CHL,2016,3009,58.86,28.8,63.1
CHN,1990,2504,29.8,1.1,15.4
CHN,1991,2431,29.79,1.2,15.9
CHN,1992,2456,29.84,1.3,16.4
CHN,1993,2538,29.97,1.4,16.9
CHN,1994,2604,29.86,1.5,17.4
CHN,1995,2691,29.93,1.6,17.9
CHN,1996,2695,30.18,1.7,18.5
CHN,1997,2725,30.49,1.8,19
CHN,1998,2770,30.93,2,19.6
CHN,1999,2763,31.83,2.1,20.2
CHN,2000,2808,32.91,2.3,20.8
CHN,2001,2816,33.41,2.5,21.4
CHN,2002,2832,34.13,2.6,22
CHN,2003,2833,34.7,2.8,22.7
CHN,2004,2857,35.4,3,23.4
CHN,2005,2879,35.49,3.2,24.1
CHN,2006,2883,34.88,3.5,24.8
CHN,2007,2919,34.95,3.7,25.5
CHN,2008,2977,35.78,3.9,26.2
CHN,2009,2994,36.72,4.2,27
CHN,2010,3044,37.84,4.5,27.8
CHN,2011,3081,38.41,4.8,28.5
CHN,2012,3100,38.47,5.1,29.3
CHN,2013,3108,38.63,5.5,30
CHN,2014,3151,38.74,5.8,30.8
CHN,2015,3192,38.82,6.2,31.6
CHN,2016,3159,39.19,6.6,32.3
COL,1990,2563,62.09,9.8,43
COL,1991,2567,63.94,10.2,43.7
COL,1992,2637,64.11,10.6,44.4
COL,1993,2684,63.72,11,45.1
COL,1994,2713,63.67,11.4,45.8
COL,1995,2772,63.1,11.8,46.4
COL,1996,2758,63.69,12.3,47.1
COL,1997,2768,60.87,12.7,47.7
COL,1998,2728,59.89,13.1,48.4
COL,1999,2763,60.82,13.6,49
COL,2000,2779,60.23,14,49.7
COL,2001,2815,59.42,14.5,50.3
COL,2002,2782,63.09,14.9,50.9
COL,2003,2798,59.49,15.4,51.5
COL,2004,2778,57.99,15.9,52.1
COL,2005,2733,54.87,16.3,52.7
COL,2006,2770,54.59,16.8,53.3
COL,2007,2804,52.32,17.3,53.9
COL,2008,2807,51.59,17.8,54.5
COL,2009,2708,51.8,18.3,55.1
COL,2010,2665,50.61,18.8,55.6
COL,2011,2696,48.03,19.4,56.2
COL,2012,2752,47.36,19.9,56.8
COL,2013,2804,46.57,20.5,57.4
COL,2014,2922,46.01,21,57.9
COL,2015,2973,46.6,21.6,58.5
COL,2016,3039,46.89,22.1,59
COM,1990,,54.69,2.2,16
COM,1991,,55.36,2.3,16.4
COM,1992,,57.98,2.4,16.8
COM,1993,,58.98,2.6,17.2
COM,1994,,60.77,2.7,17.6
COM,1995,,61.75,2.8,18
COM,1996,,62.19,2.9,18.4
COM,1997,,61.97,3,18.8
COM,1998,,60.29,3.2,19.1
COM,1999,,59.4,3.3,19.5
COM,2000,,60.18,3.4,19.9
COM,2001,,59.77,3.6,20.3
COM,2002,,59.38,3.7,20.7
COM,2003,,58.45,3.9,21.1
COM,2004,,56.51,4,21.5
COM,2005,,57.56,4.2,21.9
COM,2006,,55.73,4.4,22.4
COM,2007,,58.44,4.6,22.8
COM,2008,,59.55,4.8,23.2
COM,2009,,58.12,5,23.7
COM,2010,,58.03,5.3,24.1
COM,2011,,59.33,5.5,24.6
COM,2012,,60.36,5.8,25.1
COM,2013,,61.15,6.1,25.6
COM,2014,,64.54,6.3,26.1
COM,2015,,65.03,6.6,26.6
COM,2016,,65.43,6.9,27.1
COG,1990,2001,99.28,2.9,17.7
COG,1991,2001,99.28,3,18.1
COG,1992,2012,99.73,3.1,18.5
COG,1993,1995,101.9,3.3,18.9
COG,1994,1980,106.82,3.4,19.4
COG,1995,1978,110.09,3.5,19.8
COG,1996,1970,114.05,3.7,20.2
COG,1997,1993,116.19,3.8,20.7
COG,1998,2045,115.11,4,21.1
COG,1999,2099,115.77,4.1,21.6
COG,2000,2177,114.22,4.3,22.1
COG,2001,2232,111.05,4.5,22.6
COG,2002,2259,108.89,4.7,23.1
COG,2003,2236,110.5,4.9,23.6
COG,2004,2263,111.28,5.1,24.1
COG,2005,2043,111.49,5.3,24.7
COG,2006,2143,111.98,5.5,25.2
COG,2007,2135,112.9,5.8,25.7
COG,2008,2110,113.88,6,26.3
COG,2009,2142,113.77,6.3,26.8
COG,2010,2143,113.84,6.5,27.4
COG,2011,2185,113.83,6.8,28
COG,2012,2158,115.59,7.1,28.6
COG,2013,2208,117.12,7.4,29.1
COG,2014,2221,118.6,7.7,29.7
COG,2015,2294,119.05,8,30.3
COG,2016,2229,118.99,8.4,30.9
COK,1990,,213.22,33.9,71.4
COK,1991,,212.07,34.7,72
COK,1992,,210.88,35.6,72.6
COK,1993,,209.5,36.5,73.1
COK,1994,,208.48,37.4,73.7
COK,1995,,207.67,38.3,74.2
COK,1996,,206.67,39.2,74.8
COK,1997,,205.95,40.1,75.4
COK,1998,,205.29,41.1,76
COK,1999,,204.73,42.1,76.6
COK,2000,,204.12,43.1,77.2
COK,2001,,201.34,44,77.9
COK,2002,,201.14,45,78.5
COK,2003,,200.63,46,79.1
COK,2004,,200.68,46.9,79.7
COK,2005,,199.06,47.8,80.3
COK,2006,,193.83,48.7,80.9
COK,2007,,190.15,49.5,81.4
COK,2008,,185.88,50.3,81.8
COK,2009,,183.49,51.1,82.3
COK,2010,,183.56,51.8,82.7
COK,2011,,184.72,52.4,83.1
COK,2012,,184.7,53,83.4
COK,2013,,184.29,53.6,83.8
COK,2014,,184.17,54.2,84.1
COK,2015,,184.64,54.7,84.4
COK,2016,,185.69,55.3,84.7
CRI,1990,2742,54.06,8.6,38.8
CRI,1991,2727,55.07,9,39.7
CRI,1992,2710,55.75,9.5,40.6
CRI,1993,2749,55.69,10,41.5
CRI,1994,2744,58.45,10.6,42.3
CRI,1995,2771,60.56,11.1,43.2
CRI,1996,2713,58.08,11.6,44.1
CRI,1997,2718,57.76,12.2,45
CRI,1998,2759,58.38,12.7,45.9
CRI,1999,2803,59.76,13.3,46.8
CRI,2000,2800,58.26,13.8,47.7
CRI,2001,2801,59.13,14.4,48.6
CRI,2002,2765,56.98,15,49.5
CRI,2003,2749,57.75,15.7,50.4
CRI,2004,2761,58.23,16.4,51.3
CRI,2005,2813,54.07,17.1,52.2
CRI,2006,2873,55.65,17.8,53.2
CRI,2007,2858,49.18,18.5,54.1
CRI,2008,2844,49.91,19.2,55
CRI,2009,2843,48.79,20,55.9
CRI,2010,2848,53.74,20.8,56.7
CRI,2011,2882,50.86,21.6,57.6
CRI,2012,2850,50.22,22.4,58.4
CRI,2013,2848,50.08,23.2,59.2
CRI,2014,2890,49.96,24,60
CRI,2015,2896,51.17,24.8,60.8
CRI,2016,2978,53.19,25.7,61.6
CIV,1990,2566,60.05,2.8,17
CIV,1991,2583,60.98,2.9,17.4
CIV,1992,2589,62.39,3,17.8
CIV,1993,2517,64.3,3.2,18.3
CIV,1994,2539,66.1,3.3,18.7
CIV,1995,2573,68.04,3.4,19.1
CIV,1996,2609,69.25,3.6,19.6
CIV,1997,2672,70.07,3.8,20.1
CIV,1998,2640,71.42,3.9,20.6
CIV,1999,2645,72.75,4.1,21.1
CIV,2000,2612,74.46,4.3,21.6
CIV,2001,2625,75.05,4.5,22.1
CIV,2002,2666,75.66,4.8,22.7
CIV,2003,2688,75.95,5,23.2
CIV,2004,2738,76.17,5.3,23.8
CIV,2005,2787,75.96,5.5,24.4
CIV,2006,2783,75.91,5.8,25
CIV,2007,2792,75.13,6.1,25.7
CIV,2008,2739,74.83,6.4,26.3
CIV,2009,2727,75.06,6.7,26.9
CIV,2010,2737,75.42,7,27.6
CIV,2011,2784,75.88,7.3,28.2
CIV,2012,2780,76.42,7.6,28.9
CIV,2013,2799,77.69,8,29.6
CIV,2014,2625,77.78,8.3,30.3
CIV,2015,2762,77.73,8.7,30.9
CIV,2016,2693,76.19,9,31.6
HRV,1992,2312,109.04,16.2,47.7
HRV,1993,2240,107.47,16.6,48.2
HRV,1994,2368,105.4,16.9,48.6
HRV,1995,2546,104.58,17.3,49.1
HRV,1996,2552,105.52,17.7,49.5
HRV,1997,2529,107.13,18.1,50
HRV,1998,2517,105.96,18.4,50.4
HRV,1999,2543,104.72,18.8,50.9
HRV,2000,2556,101.16,19.2,51.4
HRV,2001,2738,99.23,19.6,51.8
HRV,2002,2820,99.57,20,52.3
HRV,2003,2868,100.77,20.4,52.8
HRV,2004,2943,96.74,20.9,53.3
HRV,2005,2980,97.86,21.3,53.8
HRV,2006,3070,96.36,21.8,54.3
HRV,2007,3077,98.7,22.3,54.9
HRV,2008,3109,99.46,22.8,55.4
HRV,2009,3058,95.91,23.3,55.9
HRV,2010,2971,95.57,23.8,56.4
HRV,2011,2997,93.62,24.4,57
HRV,2012,2995,92.48,24.9,57.5
HRV,2013,3059,89.21,25.4,58
HRV,2014,2977,89.37,26,58.6
HRV,2015,3047,92.47,26.5,59.1
HRV,2016,3128,86.4,27.1,59.6
HRV,1990,,116.02,15.4,46.8
HRV,1991,,111.7,15.8,47.3
CUB,1990,2920,68.71,12.4,42.5
CUB,1991,2736,66.98,12.8,43.2
CUB,1992,2503,67.18,13.2,43.9
CUB,1993,2321,67.17,13.7,44.5
CUB,1994,2361,66.02,14.2,45.2
CUB,1995,2325,64.81,14.7,45.8
CUB,1996,2447,63.22,15.2,46.4
CUB,1997,2563,60.76,15.8,47.1
CUB,1998,2651,59.68,16.3,47.7
CUB,1999,2898,58.01,16.9,48.3
CUB,2000,3031,55.48,17.5,48.9
CUB,2001,3076,55.44,18.1,49.6
CUB,2002,3154,52.94,18.6,50.2
CUB,2003,3246,54.86,19.2,50.8
CUB,2004,3346,56.41,19.7,51.4
CUB,2005,3254,58.3,20.3,52
CUB,2006,3260,56.01,20.9,52.6
CUB,2007,3251,56.49,21.4,53.2
CUB,2008,3120,57.44,22,53.8
CUB,2009,3233,57.65,22.5,54.4
CUB,2010,3160,58.27,23.1,55
CUB,2011,3285,55.16,23.7,55.6
CUB,2012,3346,56.63,24.3,56.2
CUB,2013,3409,57.38,24.9,56.8
CUB,2014,3353,58.27,25.5,57.3
CUB,2015,3354,60.29,26.1,57.9
CUB,2016,3426,60.47,26.7,58.5
CYP,1990,2689,71.03,12.5,46.8
CYP,1991,2745,74.23,12.9,47.5
CYP,1992,2787,77.25,13.4,48.1
CYP,1993,2799,78.82,13.8,48.7
CYP,1994,2812,78.26,14.2,49.3
CYP,1995,2823,77.7,14.6,49.9
CYP,1996,2724,76.1,15,50.4
CYP,1997,2721,75.29,15.4,51
CYP,1998,2727,75.13,15.8,51.5
CYP,1999,2709,74.22,16.1,52
CYP,2000,2676,71.83,16.5,52.5
CYP,2001,2648,69.58,16.9,53
CYP,2002,2638,68.45,17.2,53.5
CYP,2003,2611,67.3,17.6,54
CYP,2004,2601,66.52,18,54.4
CYP,2005,2565,65.95,18.3,54.9
CYP,2006,2559,65.17,18.7,55.3
CYP,2007,2639,63.7,19,55.7
CYP,2008,2657,60.52,19.4,56.1
CYP,2009,2630,57.08,19.8,56.5
CYP,2010,2671,55.13,20.1,56.9
CYP,2011,2683,53.43,20.5,57.3
CYP,2012,2640,51.92,20.9,57.7
CYP,2013,2649,50.87,21.3,58
CYP,2014,2995,50.34,21.7,58.4
CYP,2015,3051,49.74,22.2,58.8
CYP,2016,3037,48.3,22.6,59.1
CZE,1993,3037,124.37,20.5,54.9
CZE,1994,2978,122.69,20.7,55.1
CZE,1995,3209,122.52,20.9,55.4
CZE,1996,3319,117.13,21.1,55.7
CZE,1997,3236,116.89,21.3,55.9
CZE,1998,3269,111.95,21.6,56.2
CZE,1999,3118,109.98,21.9,56.5
CZE,2000,3079,108.93,22.1,56.8
CZE,2001,3170,107.96,22.5,57.1
CZE,2002,3243,105.13,22.8,57.4
CZE,2003,3319,106.37,23.2,57.7
CZE,2004,3322,101.41,23.6,58.1
CZE,2005,3318,99.23,23.9,58.4
CZE,2006,3279,94.64,24.3,58.8
CZE,2007,3261,92.8,24.7,59.1
CZE,2008,3268,91.69,25,59.5
CZE,2009,3276,89.54,25.4,59.8
CZE,2010,3276,87.75,25.8,60.2
CZE,2011,3251,86.97,26.2,60.6
CZE,2012,3243,85.66,26.6,60.9
CZE,2013,3256,84.64,27.1,61.3
CZE,2014,3197,82.03,27.6,61.6
CZE,2015,3122,82.19,28,62
CZE,2016,3239,81.03,28.5,62.3
CZE,1990,,135.06,19.9,54
CZE,1991,,130.54,20.1,54.3
CZE,1992,,128.33,20.3,54.6
COD,1990,,72.1,1.6,13.1
COD,1991,,72.17,1.6,13.4
COD,1992,,71.7,1.7,13.8
COD,1993,,70.62,1.8,14.2
COD,1994,,70.17,1.9,14.5
COD,1995,,70.13,2,14.9
COD,1996,,70.47,2.1,15.3
COD,1997,,66.85,2.2,15.7
COD,1998,,64.64,2.3,16.1
COD,1999,,62.1,2.5,16.5
COD,2000,,60.25,2.6,17
COD,2001,,58.42,2.7,17.4
COD,2002,,55.85,2.9,17.9
COD,2003,,54.65,3,18.3
COD,2004,,52.52,3.1,18.8
COD,2005,,50.66,3.3,19.3
COD,2006,,49.49,3.5,19.8
COD,2007,,48.27,3.6,20.3
COD,2008,,47.56,3.8,20.8
COD,2009,,46.7,4,21.3
COD,2010,,46.08,4.2,21.8
COD,2011,,46.54,4.4,22.4
COD,2012,,47.81,4.6,23
COD,2013,,49.21,4.8,23.5
COD,2014,,50.81,5.1,24.1
COD,2015,,52.12,5.3,24.7
COD,2016,,53.64,5.6,25.3
DNK,1990,3161,55.35,11.5,44.6
DNK,1991,3227,54.52,11.8,45.1
DNK,1992,3338,54.68,12.1,45.6
DNK,1993,3339,54.85,12.5,46.1
DNK,1994,3315,54.73,12.8,46.6
DNK,1995,3395,54.06,13.2,47.1
DNK,1996,3294,52.46,13.5,47.6
DNK,1997,3365,50.99,13.9,48
DNK,1998,3395,49.35,14.3,48.5
DNK,1999,3332,49.66,14.7,48.9
DNK,2000,3313,47.58,15.1,49.3
DNK,2001,3335,47.42,15.5,49.7
DNK,2002,3373,47.13,15.9,50.2
DNK,2003,3343,45.9,16.3,50.6
DNK,2004,3382,44.4,16.8,51
DNK,2005,3414,42.76,17.2,51.4
DNK,2006,3407,42.12,17.5,51.7
DNK,2007,3445,41.37,17.9,52.1
DNK,2008,3326,40.02,18.3,52.5
DNK,2009,3340,39.3,18.7,52.9
DNK,2010,3398,38.27,19,53.3
DNK,2011,3348,36.75,19.4,53.6
DNK,2012,3331,35.77,19.8,54
DNK,2013,3367,34.97,20.1,54.3
DNK,2014,3355,34.05,20.5,54.7
DNK,2015,3342,33.62,20.9,55.1
DNK,2016,3368,33.76,21.3,55.4
DJI,1990,1613,25.18,6.1,28
DJI,1991,1507,25.33,6.3,28.5
DJI,1992,1506,25.78,6.4,28.9
DJI,1993,1574,26.47,6.6,29.3
DJI,1994,1596,26.5,6.8,29.6
DJI,1995,1707,27.48,7,30
DJI,1996,1691,28.08,7.2,30.4
DJI,1997,1757,28.62,7.3,30.8
